oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux
157.0616,361.0318,530.8349,1636.336,274.0586,191.9101,41.49523
55.05726,116.8029,294.575,581.5673,118.3736,85.90471,15.32434
159.8389,470.2385,789.3387,2079.245,354.3214,268.4243,60.7499
61.63848,305.9453,652.3312,1418.319,211.5242,167.8459,25.63393
17.62995,15.60919,43.62537,49.70147,21.45401,16.56591,7.069699
41.53272,18.63506,53.96875,67.98701,34.1174,19.41849,11.99886
151.3067,356.8716,493.7858,1446.354,251.9424,188.5848,35.20563
85.19125,44.5446,121.4182,156.3017,9.857139,18.27872,30.99477
20.99615,48.96199,82.8817,198.827,34.99398,9.054008,8.258483
27.28945,9.984999,69.88338,32.1484,14.20034,14.73205,10.49944
1232.145,134.7583,502.5535,564.4644,187.2306,154.6696,86.11899
83.85467,208.109,254.4619,841.9146,163.4552,110.029,18.88004
168.2243,366.8695,381.1064,1323.355,226.9611,166.7931,21.93516
601.5623,482.3317,1772.537,2440.668,447.2497,414.5261,111.7402
137.4766,215.6901,162.0962,680.9531,143.2704,90.45866,18.63945
17.08251,53.81868,60.9901,192.5065,49.68042,32.21944,7.255634
193.28,349.8696,540.4174,1563.13,246.1291,176.8316,43.60938
80.19934,285.39,839.3557,1487.008,267.3385,216.7537,51.17794
9.443882,75.21686,130.228,372.7417,61.57085,44.15297,6.277972
332.4055,377.4786,306.3736,1313.363,198.1393,160.2026,24.0076
164.9582,261.6939,299.7996,981.7982,174.2449,124.8072,29.65352
19.9693,12.46288,42.1321,51.05803,25.84513,16.21199,5.016965
22.33466,21.22844,40.82917,68.82902,18.8783,14.52452,5.592468
59.95033,217.4802,326.6474,915.9547,149.2918,103.221,23.62635
240.9149,257.3147,510.6766,1165.782,151.1087,111.0571,24.74889
19.81349,5.728961,45.9765,36.16995,19.90394,12.40493,15.89245
122.0396,264.727,316.2982,1003.07,181.3454,128.6997,29.52099
24.53611,31.8495,138.1142,187.9927,85.52605,57.05929,21.73208
23.28755,123.565,184.4775,595.4885,58.18396,38.89212,11.20245
51.9707,111.1046,385.6807,629.1319,67.12259,55.74559,14.66783
53.78449,23.4052,117.6438,98.74397,26.34179,29.53746,14.14685
22.50027,9.531188,30.05839,34.4738,13.622,7.111888,11.56355
21.25221,18.68587,43.96576,87.13835,23.62783,20.72705,7.082409
18.38462,107.0023,264.4507,575.2816,68.79695,57.42023,14.07631
22.77515,12.42266,19.55047,36.58923,11.76118,11.72392,6.009033
322.8673,237.5817,167.7088,891.5981,160.4939,113.0082,33.88044
43.21153,83.26213,276.7408,642.887,69.47568,54.52177,33.17949
42.06102,169.5919,241.5408,656.6633,118.7511,79.5722,11.53553
221.6937,804.1889,1412.355,3314.711,527.0991,389.9691,62.85197
156.695,107.0617,37.63004,280.1142,64.18713,44.52216,17.72631
563.8438,462.918,437.0925,1976.183,333.8167,241.7158,50.63635
43.45645,229.3405,488.2084,1107.761,127.2949,100.1354,15.22491
49.07234,34.19059,196.4958,115.3859,79.22947,37.14454,16.87763
22.4323,62.60052,164.4406,319.3538,49.58209,36.017,11.56125
40.98629,36.51293,207.832,234.7248,65.81969,50.55701,30.41878
460.6725,261.0689,154.1358,805.3109,170.3575,121.6917,32.21617
23.8801,27.17476,65.99946,88.29927,37.95248,29.50726,6.875185
19.52295,27.5532,65.37898,97.74846,19.3511,9.615282,5.716186
137.7543,177.7923,323.6432,745.5411,112.6046,82.04602,24.62842
24.14514,23.87023,72.48813,44.42336,24.96025,18.15959,7.13869
241.5028,138.5216,72.85372,442.5768,86.9809,60.54613,20.56249
21.85755,34.29367,80.6143,172.5383,19.09497,18.30598,10.27789
29.06088,55.11832,150.7489,283.9176,52.01361,34.20922,17.68333
205.0639,429.6552,590.3062,1602.973,281.7462,199.3939,39.4277
224.8867,117.3072,30.42279,356.2173,67.42018,43.92682,15.89917
50.10137,219.2845,381.5183,1004.217,149.2897,103.8444,26.98121
27.83729,12.85494,49.47434,49.54159,20.95497,15.48216,12.09772
25.8325,68.04294,158.5642,412.1797,89.36656,63.37342,15.25678
15.22971,104.0526,207.4335,582.9045,69.94399,47.82758,16.21876
449.453,274.7416,819.8874,1715.288,220.6461,169.7297,62.25705
1194.597,825.5352,543.6473,2756.558,300.0405,219.9168,40.02644
20.66829,53.90242,85.12475,228.1531,20.18223,13.27779,7.057187
51.74298,90.94926,207.5987,416.3881,94.44676,71.30672,19.51332
78.89832,26.7341,114.5075,97.82755,44.10173,32.23034,17.63412
447.8472,146.5285,938.2709,853.8762,291.7495,234.2649,91.75729
58.80437,29.6857,90.12849,72.00274,46.31336,20.32827,6.284443
351.7292,112.6358,764.6824,413.7818,335.7318,272.1306,128.8038
59.04914,25.04303,135.3282,74.87376,42.43907,31.51077,11.28199
46.10291,69.64185,270.1705,233.3862,28.60292,33.27726,21.98485
394.2452,117.9515,258.5566,421.894,108.0669,93.01167,51.43972
80.19969,294.43,873.489,1495.922,191.7345,179.8473,32.8208
20.29897,18.61744,54.42135,74.9714,23.72795,18.05007,11.72618
565.1981,73.04658,598.1431,384.5339,161.7501,149.2428,69.63139
44.61381,187.3281,325.0262,777.1137,118.6817,90.53479,22.50978
61.44739,108.3825,116.6393,342.6084,78.82401,51.38047,12.54462
43.3182,24.7047,72.77122,60.42103,48.50048,27.47588,12.23143
26.56007,173.5716,263.4123,789.5919,99.58968,65.67144,14.65555
117.6587,92.50202,444.6627,536.3845,66.27583,58.18844,23.08621
64.31488,67.84015,238.4165,328.7197,114.7537,92.61242,38.07897
868.6855,315.5877,119.8786,1013.032,139.1134,105.1934,31.73639
55.07357,147.0675,469.9044,863.7046,126.2371,93.40384,34.36594
98.55543,232.4502,314.7975,887.1061,181.5461,129.0226,27.28646
22.63111,27.70225,30.2556,62.34761,22.92078,18.55084,10.87023
352.8632,623.8,741.9649,2399.751,385.0296,284.5754,44.1953
35.22408,25.21736,58.77712,62.10321,15.51187,13.88565,14.72005
142.156,91.00962,426.8694,518.8082,123.804,117.4578,32.75638
72.50887,285.1447,866.5151,1393.18,203.4589,166.0132,35.08655
21.9013,102.1399,203.4801,428.3685,57.81004,48.87809,10.56251
26.55206,17.50417,58.31928,31.50134,22.17084,9.087578,5.20746
38.02756,30.15812,39.54585,65.47181,9.447542,25.61039,5.815763
7.576672,36.58699,71.10403,157.9194,26.14604,14.68062,10.04612
36.44804,18.04119,136.4572,60.58118,45.66052,30.09162,11.81785
28.45086,34.21397,52.09279,110.5147,35.23906,19.30103,6.667256
79.77725,356.1843,756.2992,1709.29,255.1667,210.73,35.34584
46.25582,247.0197,385.3929,1020.035,179.733,120.2004,19.5152
27.16328,32.51185,101.0823,141.8143,46.25529,10.1606,5.671853
39.58577,18.75177,67.12086,89.65562,27.16996,8.071918,5.998953
31.87476,28.32992,169.8539,182.7254,50.29308,47.37304,24.37457
162.6868,195.282,187.3325,691.5287,136.6022,98.41389,20.1599
322.9868,160.1934,61.31932,578.3915,112.5925,78.25467,19.3607
571.9539,231.4167,469.3665,923.45,264.8941,215.8506,49.9166
77.88198,229.7869,324.3806,986.0823,174.2888,129.4091,24.71993
25.28722,15.66464,78.69569,59.29187,32.09296,23.74025,15.96123
26.12509,83.73451,105.4092,264.1098,55.00139,38.35052,6.139642
46.72871,13.99804,97.55006,52.4484,34.05492,24.438,16.52167
34.84658,24.86911,91.83714,75.87807,37.16074,21.37177,9.25982
46.37281,37.92707,229.5678,154.0544,110.9109,73.0198,26.95586
187.982,182.4906,120.4065,632.9312,139.2169,95.47305,21.06854
508.5398,942.5247,1545.731,4642.195,1105.466,897.774,81.27288
37.63354,150.1913,206.3754,586.0405,128.8433,97.11158,13.23149
12.93613,22.52264,61.60588,99.56181,11.45177,12.58811,5.426429
68.96793,136.5908,148.9692,506.9552,104.0543,67.83146,15.83086
47.19717,58.07232,145.9844,231.8428,84.80955,49.98922,15.02798
53.03461,56.0702,110.4507,216.4277,49.77896,37.63047,10.85151
26.79467,121.5061,193.6464,555.5628,67.83485,48.16143,12.36912
1198.426,530.7736,157.727,1629.373,255.986,173.1413,47.89523
1405.732,792.6167,1106.26,3087.62,296.9254,269.9759,80.581
41.89014,42.35849,140.0055,180.2693,58.3617,32.01978,6.61018
80.78378,339.7045,742.2,1474.254,281.8372,213.7165,40.30353
171.4301,322.0586,628.3912,1583.815,279.9792,200.0799,42.56537
38.11244,7.11707,83.74673,60.09515,10.65553,12.50862,12.91108
65.11572,176.823,648.5479,1393.043,167.6029,118.9609,56.62039
94.45359,78.86882,219.9313,175.5919,76.2738,43.33667,9.666947
27.39337,14.48762,109.4551,83.28156,50.09731,45.19268,14.07751
58.44732,205.736,310.4918,882.7437,163.1832,111.6127,31.54456
91.48517,152.1329,156.2151,543.3304,132.2951,94.78625,18.6149
46.73122,215.2755,504.3372,945.6145,140.4242,128.4234,23.59952
57.67293,166.2893,337.3514,887.3017,159.749,119.4576,28.60893
56.62256,136.5762,258.3082,627.2769,114.2465,68.26724,12.19962
140.0065,59.66082,264.4262,318.5531,102.4212,92.6452,24.64047
127.3168,321.147,893.7173,1806.114,237.7258,186.2943,40.24523
49.53555,78.75726,134.641,343.4047,92.64417,56.57336,15.82459
21.59227,67.10455,155.4105,399.9406,38.52501,20.01065,12.29616
20.80544,180.6511,274.863,836.5261,84.53091,61.34486,13.73129
53.91334,265.7986,496.4122,1180.175,186.3996,144.6802,30.18212
44.34048,71.86823,176.6347,315.5057,77.9221,48.2039,16.31288
766.9819,224.19,875.6087,974.4825,230.2524,200.5908,67.6019
69.30061,157.0988,224.2287,575.9938,106.1768,75.08683,17.61471
13.49882,5.701869,29.7923,35.25471,19.31967,11.31321,9.054708
1749.916,643.5731,167.0155,2088.145,233.684,170.2444,38.62522
9894.919,2310.7,491.0195,7371.251,535.3016,412.6978,126.1942
112.1396,31.96424,131.8736,154.2363,43.72324,34.04229,22.31754
23.01603,5.398603,34.68998,24.44962,22.46241,6.801968,9.092472
928.2979,324.4489,99.94702,1154.584,146.7992,98.39841,19.83201
182.985,208.6036,238.3458,809.2653,137.7467,98.67264,21.72584
24.79671,99.26998,177.139,459.3723,71.38416,51.66668,10.95956
135.3358,291.4984,397.9985,1202.292,223.6065,162.3073,29.4777
42.93597,8.620925,105.1662,80.20824,30.2264,21.17373,5.288573
161.0986,350.9904,333.6597,1112.016,189.3968,145.0119,18.62359
133.0293,210.5101,236.1103,736.9071,140.0455,99.604,23.45541
150.6174,54.0117,271.9201,196.6034,82.13224,70.36487,39.07242
730.9815,260.6457,60.07388,769.7109,118.0057,83.32531,22.79432
30.49644,21.36352,63.91434,68.13023,50.61574,38.92764,12.72095
15.69308,34.24733,99.68242,182.6686,31.59078,17.12879,7.594742
27.29994,87.96563,166.4065,363.9268,64.56236,45.50999,15.06717
52.91334,167.4229,244.0768,595.3329,109.1133,75.08794,13.14248
36.27062,10.95281,41.42651,34.64579,13.26768,9.078166,6.619869
25.44646,43.3314,169.8222,193.7864,56.19455,37.88418,15.2191
41.01468,17.39927,61.31696,86.01876,45.79326,30.54023,10.66979
34.00243,31.33969,80.18021,126.6765,48.36214,33.05835,12.57141
27.71906,17.76988,63.48275,69.34296,45.3262,28.02977,10.78454
24.56254,67.72131,279.1968,528.7799,85.17381,65.43583,20.71568
651.6755,416.737,288.3719,1628.136,250.2847,182.1632,41.01491
265.7428,74.45039,179.3252,281.7124,79.33929,61.2128,22.54017
1500.613,695.9182,313.1447,2444.781,368.7347,263.1373,73.07824
37.90411,130.8982,272.3077,633.0886,103.5564,79.15767,14.92181
30.21339,24.39709,54.49311,48.80717,13.36689,13.45609,7.116599
98.90466,101.5948,232.173,412.8943,75.23612,53.08941,10.76854
286.0403,196.7763,100.9768,653.6064,146.5962,97.01415,22.48504
57.30832,45.03204,184.8063,123.971,55.46803,40.39942,23.23663
241.654,228.0212,191.904,859.8548,164.3871,111.2172,24.15544
28.3075,88.28641,366.025,526.9194,98.39436,73.53847,22.23158
33.6442,56.20938,164.6849,269.7077,49.32232,33.91473,14.84609
47.70838,284.4588,458.0904,1405.095,206.3395,156.597,25.55745
221.7112,328.2643,341.6081,1233.963,177.166,129.0997,28.90209
27.16903,68.54469,145.5401,288.3151,38.5148,35.87094,14.90136
18.59773,22.17583,49.14676,79.94477,27.07979,19.02862,10.33803
876.0128,167.9385,797.723,739.0165,237.1825,211.3498,93.61373
139.892,226.937,237.8506,831.2983,190.2021,144.0693,22.53727
663.0803,381.9885,183.0661,1210.574,220.0599,162.2609,48.47145
766.6737,287.756,56.10529,880.9451,116.638,81.66589,27.21817
34.66706,26.09092,103.0007,73.82663,29.41866,23.01583,18.45006
497.7722,35.14051,260.1547,181.0221,47.52949,41.65618,32.38309
372.4981,199.9443,458.6061,921.5671,124.6552,97.48264,35.56578
53.55709,92.31704,186.2432,398.7155,58.60255,45.40897,10.8388
48.29755,23.4483,113.7082,75.69846,39.8738,21.80937,16.94437
176.3371,458.7805,722.301,1981.515,330.5242,252.9979,47.13766
35.38348,93.35909,220.696,447.6613,56.47186,43.93265,19.15952
653.2634,359.4031,256.1107,1408.237,179.4583,128.3384,51.89476
44.89867,173.6453,242.7181,654.1175,115.2607,82.41463,18.25941
178.7116,340.852,607.332,1477.791,237.2769,187.5034,42.03261
43.74232,28.63758,57.05369,72.29539,34.14829,20.7673,10.26249
1329.685,814.5176,488.4469,2838.878,379.7204,280.3478,44.81054
82.13994,479.0272,783.4287,2071.929,275.9601,199.5328,26.83295
32.03366,159.4232,216.2317,630.3174,98.40415,69.87239,16.39657
70.16264,341.0985,684.0953,1504.641,229.8841,176.9463,37.67598
31.87292,137.3901,342.1214,775.4185,95.38885,78.63178,18.6241
39.71819,61.29733,209.466,356.6528,82.49085,60.49594,16.65313
86.17455,57.77688,223.8966,289.7791,104.232,72.51974,32.59967
48.04891,252.7005,383.4869,1014.068,127.166,95.32594,17.43774
128.4507,125.1247,646.4958,546.1454,314.9787,226.4066,74.09109
2266.736,620.109,167.1869,2161.48,228.5434,165.6021,54.04373
439.0262,239.0099,616.5796,814.6825,440.3582,396.7808,148.1313
28.75768,44.68746,154.9025,207.5141,42.18435,35.96991,14.81939
157.6654,326.0396,1120.959,1755.793,291.5464,252.295,66.76855
102.2233,73.80804,191.6154,231.9215,206.7788,170.1937,72.95334
41.88334,120.8486,231.4903,505.5945,83.93604,71.57958,9.078955
34.82591,75.56883,182.9445,374.8094,47.49826,28.87469,13.34839
31.5172,21.0624,85.84924,56.65875,30.85588,17.99509,9.006609
77.6768,92.65189,115.4386,403.8064,95.01145,67.26359,11.9424
34.42823,39.26435,142.2764,127.0525,45.93156,22.85897,5.324374
26.60102,9.446906,43.62807,47.14397,23.04468,11.97172,6.867173
61.67108,172.703,307.2129,783.7602,123.5121,92.74031,28.60003
26.1935,33.51354,99.12284,185.9576,33.78236,13.38746,10.8478
958.5685,259.4523,880.5215,1267.776,328.2935,284.1282,118.0977
76.38329,45.72007,204.1452,186.4668,84.14789,59.77357,21.37174
13.59495,32.02025,64.37245,131.2497,17.38604,12.80528,8.322001
701.6871,972.806,2822.474,5269.707,704.907,607.5804,173.1423
412.5799,722.9566,1112.247,3037.967,499.6404,363.733,58.7875
65.35669,129.2137,142.5632,470.717,99.23534,69.06067,14.48228
25.02879,8.989264,116.8341,67.30552,37.49957,30.83993,13.61359
35.47964,133.0141,262.3904,564.7157,79.01395,56.29368,10.41525
322.4871,442.8447,575.8292,1717.418,260.2278,206.087,24.82267
33.92653,19.7581,61.44278,64.96938,28.4055,14.85219,7.408277
408.1358,101.9372,531.6254,578.9386,105.889,95.90517,35.73489
18.67313,11.78849,46.20001,39.49566,21.11418,7.473988,6.208662
46.22677,300.9278,458.2811,1348.445,194.8139,137.8163,23.63064
73.11162,113.0982,343.9176,458.8336,154.5002,110.7084,15.58539
19.83048,20.47371,70.82149,55.31194,25.96336,12.91994,5.334262
20.65819,15.91329,46.37027,35.4995,17.4282,12.71842,5.182302
16.46864,106.0395,134.8608,435.0768,47.80162,32.4473,5.521597
240.4196,305.2591,385.2788,1424.64,247.4235,182.0614,38.20249
31.90749,101.5217,159.5743,397.7578,70.00618,46.83262,14.62454
57.70642,20.54512,223.8659,187.0939,60.45235,61.03257,25.50106
53.7115,27.2445,89.43867,68.13024,43.53574,30.17687,10.60729
22.08524,140.7792,225.2944,664.1852,78.60176,54.73767,14.57689
101.9557,45.42994,178.6581,219.1587,55.2404,43.89139,14.13243
30.53928,27.82701,57.96027,63.67043,22.67793,16.61769,13.99787
324.6718,370.2497,870.799,1885.941,287.6188,222.578,56.72715
651.5952,828.3338,1234.649,3354.668,426.6176,332.1625,69.02885
31.78787,38.36327,180.3561,107.672,38.02105,39.08522,10.6602
324.3686,63.61421,295.6404,283.5693,70.14169,61.11562,38.75735
35.52876,28.36489,78.2387,100.7123,51.08612,30.93331,23.16618
24.07553,132.4978,219.3622,574.3694,86.55692,61.27685,13.23818
136.6392,176.4921,316.469,649.3149,56.4771,42.39358,20.72649
112.9147,230.2735,257.9778,841.556,171.1581,122.9564,25.6532
48.90509,41.11438,183.1506,101.5588,37.43247,23.42658,18.9415
22.99929,43.48103,109.034,148.275,23.21576,15.8571,5.636256
13.11612,17.53808,52.32745,65.50428,12.76154,6.204628,5.681408
33.23684,16.57746,76.658,62.72478,39.69452,20.09793,18.79757
1504.03,384.1007,1357.521,1590.286,374.1778,320.5806,103.1103
40.28388,66.26514,138.2356,258.2326,45.89835,42.80857,9.052676
97.83071,311.1024,489.7472,1295.846,194.9323,137.9074,29.7329
23.38078,18.67649,71.94041,49.37102,18.49426,14.36054,7.204704
36.87256,32.65348,87.39569,130.2187,27.34991,22.84001,18.1836
38.5336,174.3711,301.0022,765.9456,109.5861,74.39103,13.32544
63.68066,25.37384,162.5285,90.39498,60.91869,35.63667,15.96855
48.32586,107.6239,169.0105,387.7392,66.06423,44.98628,8.986327
78.07545,60.07324,170.887,137.5489,34.64059,33.59862,26.85478
55.27628,27.62729,112.8891,84.40408,42.52568,35.91945,21.37944
99.70164,25.83123,84.67346,105.37,43.16842,35.58881,12.38617
237.7851,222.8915,576.5608,1169.385,175.0424,128.7907,39.44508
39.15402,138.2518,259.0705,561.7447,94.38161,68.25581,17.05932
23.8245,23.99739,81.2173,97.20634,36.93718,28.96321,11.27534
66.17275,497.9124,992.1772,2822.522,305.7817,235.4218,37.02163
1398.368,532.8001,302.4675,1896.161,215.1174,160.5223,41.47627
33.01231,22.25775,134.9238,105.1795,35.13623,27.7103,10.53415
18.74091,68.1805,133.7964,338.8849,36.4691,27.35275,6.576131
195.76,106.1319,330.8604,310.8501,187.9497,152.6649,80.1423
30.23847,71.36322,190.3868,429.1615,42.61369,38.73778,7.872908
171.6337,142.1735,245.7834,725.2193,124.7819,95.34058,34.33056
173.0587,268.9692,446.7806,1087.457,174.4989,144.1618,36.32428
52.39706,41.02607,165.8926,160.2134,62.6496,50.19189,22.69848
255.4044,173.5054,109.5544,534.2857,82.95689,57.02409,11.34557
51.96788,17.94801,92.7436,66.90219,45.8468,9.402769,7.056276
29.89263,27.21947,155.9445,214.8997,47.52293,30.86033,19.26163
366.6368,417.4062,410.2245,1576.676,254.4977,191.1755,31.05658
88.10013,38.99204,318.4522,185.3125,104.7157,20.41552,39.50626
21.54291,55.15249,121.9451,248.3067,38.8962,26.25852,9.866188
79.68475,376.2904,586.0956,1740.524,291.3572,200.9357,27.81374
49.65239,130.1544,168.6815,565.7496,111.4632,80.4726,19.56091
42.00138,23.29115,83.95004,60.13076,19.17434,23.35676,6.604285
39.69096,196.6518,415.7299,1138.986,165.7842,119.5144,25.1047
34.87431,28.61285,105.394,78.33272,37.61556,18.93326,10.09364
22.33065,115.3961,161.4857,489.1245,57.7003,40.07801,9.170978
34.89065,30.18711,85.82503,117.0973,32.10443,17.57371,6.249492
62.53709,24.88357,233.1105,137.0077,88.2391,63.24141,32.55854
48.07971,326.0251,827.3856,1891.78,210.341,186.7675,32.11293
6.996455,15.68099,97.39839,108.0059,14.09577,16.31556,7.714781
329.7552,472.001,704.636,2200.751,389.843,281.1299,70.95621
51.15518,200.263,359.2096,737.4312,136.335,103.4846,18.31439
32.89872,166.5756,425.2362,926.3319,111.5457,90.35539,23.40944
24.86221,85.26826,129.241,336.2491,64.19018,46.11228,14.7492
17.85344,105.9893,167.5096,490.5648,60.93109,43.64888,13.8955
395.8907,373.4114,422.4001,1570.44,225.5876,172.3834,38.50732
728.7072,365.3825,125.8469,1207.781,201.1224,140.5995,39.16077
11069.91,2644.788,1150.668,9285.992,742.4896,596.3087,207.3795
40.72964,16.79437,54.13084,52.43404,35.67151,16.84396,5.963002
50.04333,182.5986,339.5553,820.5973,137.7811,106.6949,21.23218
26.99983,118.0396,210.8123,505.8452,71.80459,63.3183,6.814493
52.47027,161.4221,211.1663,656.7677,126.0925,97.65221,16.03249
490.2566,282.8154,180.0702,1010.994,162.7746,115.9136,28.39949
147.7637,148.4433,439.415,781.2995,103.4282,82.66975,29.87486
31.10883,100.0537,272.3379,544.033,85.03865,73.7672,19.07662
31.83057,14.05372,51.11729,41.03841,26.89724,9.845157,9.587651
1369.372,652.4671,277.705,2342.421,361.3175,257.627,74.92584
114.1019,248.1231,325.3601,993.9628,185.7117,127.7935,27.35668
29.27585,97.05354,169.0054,378.2499,71.53962,49.92653,12.7767
2164.877,312.6258,1118.458,1297.408,354.7772,310.6189,101.6167
26.70877,27.11171,82.36798,135.1423,34.74525,26.00628,9.912486
52.15871,152.842,275.2351,630.3499,115.5163,84.26709,24.31462
190.6781,125.4015,51.29414,325.1625,72.82161,53.70036,13.12049
103.7302,83.82947,199.5821,303.3153,106.2981,85.86123,18.42669
109.9257,258.0862,305.5882,1033.568,201.6363,146.0708,27.19527
92.72134,288.3499,499.3109,1309.073,191.0477,147.7021,33.82733
320.0367,459.0436,432.8964,1619.645,249.4839,175.7326,26.25379
67.73019,19.86088,164.0326,89.45931,58.65522,44.38772,31.68908
31.06886,116.0431,354.165,665.271,109.6459,91.42284,21.56711
1723.429,904.8668,605.3881,3418.247,472.877,349.0991,92.76881
501.9173,189.4151,67.14978,618.8842,94.1171,70.67211,18.42414
19.31312,24.93501,80.6555,98.23193,34.45173,27.22853,10.55779
1450.555,457.0658,89.62911,1415.168,150.9884,107.5083,33.68652
15.2034,101.6789,144.1006,458.5723,54.96146,39.13499,12.00096
187.8408,34.81844,112.2308,110.4973,32.64302,27.24267,16.26885
16.71088,27.32052,51.46819,89.5636,18.30923,15.10723,5.612744
34.33913,23.389,90.28743,64.15029,30.60142,13.30079,25.6041
20.21835,90.19749,172.3977,412.5875,48.47077,38.07826,11.28025
133.3197,49.38228,198.1082,140.5117,59.97831,44.87988,30.98514
28.81485,84.07967,175.2242,371.9433,75.33538,52.6995,14.20253
67.16795,33.45897,333.2831,258.0962,97.70471,73.82489,39.22705
34.64266,135.2692,203.6949,515.8735,83.69591,58.75383,12.59342
24.06378,11.79758,31.87358,30.00517,17.08648,11.91373,11.0457
19.942,35.05685,101.2603,136.9676,29.46319,25.14453,6.25096
25.38653,86.95275,145.4662,422.7933,60.15867,41.41314,13.65369
23.15749,95.28096,155.91,401.1225,64.07788,44.16298,8.204288
41.77139,10.25027,61.01287,36.17588,25.16267,21.94049,6.72138
152.0064,163.1914,271.8801,632.5767,129.884,94.29335,31.66676
23.06753,20.10019,47.47286,77.91962,26.91594,16.20088,10.52987
135.2268,47.25696,268.2448,184.0137,96.90902,50.70187,27.05341
20.50797,79.07928,159.3754,446.7432,68.88754,48.35722,10.39734
89.86642,44.90473,221.0699,168.3498,106.5676,60.20704,15.98331
96.77197,142.8151,127.8296,464.7275,105.9019,78.31458,16.12919
511.2224,268.0336,129.3517,834.2877,133.4158,93.45025,19.70117
383.8741,119.8703,33.46997,368.3354,52.80702,36.89986,11.12403
134.9518,35.85241,145.4045,146.0701,74.89751,59.25896,15.54441
35.32054,72.87638,159.9119,265.3676,73.61009,52.618,13.64145
40.51833,23.6398,98.23698,131.3323,38.54938,31.72654,14.34889
347.066,350.2439,757.6561,1541.95,265.9116,211.343,59.89574
2786.207,271.3944,1271.103,1368.81,432.6509,341.9003,174.9599
75.61245,481.1819,538.7979,1800.358,281.8985,212.4777,29.22676
235.3109,140.247,647.9092,369.2597,180.0111,146.7754,62.49711
62.43103,200.3896,205.5472,682.6089,150.8142,97.83576,15.65308
471.8284,296.4706,185.3083,949.6868,196.3261,139.8049,36.42361
570.2366,543.2954,699.119,2416.663,430.8898,314.4662,80.26338
49.7931,162.3867,218.6257,594.258,122.9623,85.77832,21.55128
105.8863,106.1967,428.9391,329.5918,81.9102,73.66808,48.03604
33.83801,207.0243,291.4526,825.0829,117.8947,98.71835,11.82424
98.58187,289.8213,535.1793,1184.285,220.34,168.1176,39.76137
19.67986,6.576564,62.7563,40.90136,29.03514,20.38428,5.257483
62.49258,53.12493,246.0382,277.792,109.3154,97.97281,70.89209
1555.704,1524.189,1616.687,5754.761,899.4885,688.9966,137.1568
22.62392,73.76065,102.4418,288.3226,56.47319,40.6589,5.259853
92.9495,59.19977,327.9452,211.2329,173.3929,118.712,27.52703
441.528,325.3989,194.2976,1038.87,196.7575,133.5661,36.16541
48.82478,84.06441,89.087,300.0699,88.71053,53.63733,15.23471
43.94213,156.803,260.9319,731.7808,136.2534,91.51546,19.39733
244.1948,81.53497,445.3258,261.6507,97.86602,84.76638,33.59186
122.8987,59.33336,234.0226,175.5148,102.9367,49.04769,22.8373
1355.492,555.1456,173.2475,1830.696,273.2191,205.637,56.02894
101.0513,141.7698,165.9393,591.8353,136.635,96.64708,22.63217
26.65602,14.16626,41.0685,43.0299,28.26083,16.10244,7.787525
220.9742,92.93493,338.0564,393.4991,91.37737,72.79973,19.76468
71.72955,37.20475,235.2886,142.012,88.0392,53.29546,24.89335
27.9968,26.11633,98.47766,60.28357,22.16497,12.04376,11.9611
36.23105,168.7075,253.9916,703.3923,131.8687,86.90469,14.08182
65.16731,176.511,185.4178,586.0356,137.3828,91.62024,10.34933
39.74351,28.82906,100.5194,75.85865,42.38366,32.90352,13.49545
34.19658,161.7118,228.2845,717.6736,104.4281,72.86117,16.65017
30.4406,26.87866,108.6421,103.4362,52.64313,36.22009,8.21437
91.27185,17.98616,283.6012,131.5543,61.44228,52.96466,30.82238
533.5532,354.6823,208.5136,1232.865,214.2968,145.53,25.86033
963.0284,497.431,542.7772,2147.88,263.9354,204.4147,63.07001
89.6834,132.9198,129.1447,484.8611,110.0349,70.66033,21.74658
66.12358,87.51467,247.8623,426.4608,76.53156,63.91067,16.38126
299.2006,259.7892,903.506,1384.655,352.1958,282.1064,81.17284
32.21553,23.52779,59.37967,60.46502,30.58692,13.21278,10.7658
32.0855,55.87551,130.7197,211.1333,34.55034,20.45794,19.90056
27.16549,29.80934,87.04861,121.6614,43.0335,32.73229,7.351596
100.3224,119.6823,297.2051,481.2152,151.5143,108.6096,20.81697
172.6438,676.8885,1668.304,3285.203,434.9116,359.3002,81.1714
328.9011,203.0763,670.0834,1079.064,157.4994,150.4931,37.95281
340.6745,283.3948,201.1631,1063.358,181.2481,129.7719,34.54893
70.44503,287.8235,464.1703,1340.487,243.4864,176.2597,33.66394
21.75835,96.16092,196.3602,481.1027,59.05748,42.60756,15.48222
96.01877,190.9791,213.2999,679.1261,137.7975,93.1747,19.56976
24.59566,88.81377,133.1065,326.3657,55.52349,43.48723,7.959792
51.04895,62.41994,161.1387,265.9763,45.68155,37.69346,13.76158
25.15397,8.13854,76.46046,54.10163,25.87792,18.55679,14.05552
31.97144,120.1529,180.0794,548.1408,60.71307,35.21651,12.08724
2689.65,1075.808,334.282,3534.409,511.3104,355.5134,87.42385
56.34322,330.925,839.2379,1717.918,204.235,164.8795,35.31192
