oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux
25.61142,21.35788,92.68655,46.95365,29.52089,12.04248,6.394423
196.8627,338.2259,515.4864,1404.384,221.4448,164.875,39.91488
670.4774,144.4052,703.9898,543.8109,297.7737,243.3003,98.79691
31.26312,33.63667,108.3393,159.4403,51.83698,36.3095,8.392
187.0269,105.8022,40.80513,279.3226,61.98154,40.0769,15.86335
17.18283,11.80743,45.24011,26.87497,17.15838,13.00566,10.7551
329.7737,89.17127,845.9793,486.4346,139.986,111.7554,91.63921
113.8006,49.7832,54.95261,189.9089,42.11397,31.09331,13.1585
423.2367,63.57948,435.6786,270.7218,97.94014,79.58593,28.01203
213.4196,300.7428,332.157,1205.836,223.4356,157.1441,28.91973
25.22216,18.14594,81.29512,58.95679,17.62935,14.16365,8.777974
34.18934,11.27728,107.9323,71.9648,29.79018,22.66294,16.94571
44.78104,15.35282,91.90723,65.59157,36.7901,18.05776,13.8454
38.34782,22.47147,110.8971,77.78955,27.84357,21.67676,13.55848
3643.681,918.4191,128.4805,2564.03,210.1643,156.308,39.32909
118.0305,79.87676,242.9499,212.322,38.31622,55.3271,15.44296
28.06095,8.974843,39.33742,33.91497,7.714484,6.920079,8.330313
47.5603,36.8466,114.9847,164.6549,64.48296,48.25041,11.87798
178.7405,185.7769,185.337,637.6001,106.02,76.38945,13.30127
565.3046,554.652,670.1973,1886.539,270.5597,199.2427,46.17379
1248.869,1081.865,1135.911,4290.776,580.973,436.4296,111.8714
19.39252,40.72428,92.41219,180.0867,51.82182,37.56295,11.93232
4842.749,1573.637,904.3576,5968.307,583.5481,455.2091,155.0022
144.1568,449.0078,927.1787,2163.374,339.3956,252.1449,59.95513
77.57265,49.41929,192.3694,147.5647,55.33279,47.03845,27.05404
55.89768,94.46234,265.6472,373.9871,106.0672,78.01504,31.824
47.38396,32.73175,94.14045,84.79585,44.69167,34.36637,17.42
35.92433,8.28417,104.1323,48.89286,19.85497,23.83946,10.91345
51.54789,27.64643,160.2792,115.3407,73.01386,43.91496,16.81809
76.37083,195.2415,453.8823,1142.136,232.127,163.1801,39.60892
134.8266,190.0887,264.0619,784.4287,157.9898,116.4699,29.36261
230.1407,565.1609,1899.507,3014.383,540.8447,442.2804,155.1094
267.1172,616.9489,906.9539,2490.075,405.7463,330.7251,32.87739
43.90381,22.74292,67.93421,64.15149,20.53548,16.51742,7.739299
374.2563,382.7598,448.2806,1403.638,238.9996,176.7968,42.34322
79.08295,160.051,404.476,693.6792,155.5321,135.1081,34.54943
258.2603,70.53592,190.4186,208.8087,96.20171,90.46664,50.17682
51.35635,74.79959,157.3487,362.2597,66.69873,45.58898,12.2908
40.82611,99.8206,126.0349,335.9416,69.79003,46.50573,13.20262
206.8817,528.8788,1236.218,2276.275,355.736,326.3634,72.49985
127.0147,349.4333,1173.927,1951.752,237.1782,229.2646,48.58072
75.53809,27.13744,104.3072,93.74714,57.88156,37.67273,21.8166
125.9623,438.4644,1254.327,2035.065,309.7597,302.6855,62.01912
30.3558,64.97913,122.5088,207.3969,32.20192,30.1113,10.94527
1309.804,766.6506,793.1931,3428.037,451.6071,377.44,77.34669
21.17894,97.78368,150.9443,402.3694,66.86874,49.42989,7.285748
222.8791,692.3951,960.8749,2844.175,469.0925,339.94,49.42345
110.0568,93.16319,309.2795,459.411,179.6476,129.4958,67.31604
236.7191,55.26672,207.4998,260.3608,87.08968,67.36121,17.34578
263.7978,949.1538,1261.52,3379.706,577.7615,437.1176,47.36016
94.16669,294.3777,717.9056,1305.867,264.5261,219.2512,38.72195
100.474,56.60579,186.561,140.1956,59.07304,43.15991,14.79568
359.6042,44.94802,195.8413,184.5145,70.03636,71.91504,24.52806
1052.97,562.7889,293.1512,1834.234,213.0616,154.334,38.22154
299.7051,362.0771,375.1178,1335.863,255.3581,179.9598,37.66102
316.1948,480.1936,1114.774,1954.656,213.8024,182.5817,37.42778
65.02375,130.9727,209.4729,533.8769,99.46827,67.50247,15.86076
24.8687,152.075,245.3391,747.2612,87.30253,66.73065,14.82953
57.95457,210.4409,841.0172,1488.919,192.3241,172.763,38.76859
36.89312,27.91339,148.0088,154.4569,64.43299,46.56284,13.6267
54.09337,29.09402,168.7199,103.4809,50.90199,39.61135,14.00724
242.3302,332.7292,408.393,1336.565,186.846,138.1751,27.16092
35.6706,46.3979,163.3462,287.6582,91.70259,66.1677,16.87605
813.6286,948.5718,1011.209,3340.24,404.2808,350.3047,50.87589
28.23382,67.40199,152.3624,373.1508,52.33866,32.87834,11.23087
1978.624,992.0051,597.1438,3852.368,447.8285,377.3301,85.64499
128.2125,61.14508,212.9237,269.3279,36.78087,31.97945,14.33333
242.7655,204.1047,144.7622,707.9892,129.006,90.2304,18.80307
16.94185,23.61893,80.38556,130.7631,36.46584,21.94353,13.63145
35.82365,20.20941,46.16283,56.51465,23.91442,12.56787,9.849967
2317.23,1216.2,531.7814,4274.511,572.5707,392.7964,66.53013
42.25699,37.35407,108.2936,88.30766,42.17265,31.17889,11.36159
27.54673,131.8952,309.2751,610.7922,85.7467,75.97588,15.06731
33.81861,101.6252,212.579,475.2318,72.75157,59.06276,15.80601
330.9295,348.8295,348.5968,1370.52,219.1061,187.2756,32.45398
97.45383,31.80198,197.3107,119.1051,23.34478,43.86893,25.29958
21.25717,34.52733,75.52679,118.4389,31.42465,26.62373,9.086463
17.93752,16.44327,64.16084,73.22174,18.78787,18.67126,5.669595
37.12062,27.04695,65.78529,100.4026,11.64049,9.896588,13.5786
270.3653,41.54206,305.105,155.5558,85.88437,60.24496,24.73558
29.7592,15.24831,68.38554,69.4811,36.35768,15.31899,13.45777
45.14409,17.71776,78.38268,59.19951,22.49929,17.13258,10.31233
17.28778,13.3024,64.4268,33.57434,28.20736,26.75484,9.627748
44.57193,23.39621,154.5277,90.36892,53.98892,31.71826,23.27784
20.13533,50.7674,131.629,276.8781,62.6507,40.80826,12.99821
14.01211,7.166831,41.23177,42.14059,19.70512,9.117105,10.71847
585.505,307.5791,185.5397,1158.183,187.7125,137.4468,40.27671
97.1991,112.2817,89.75665,376.2639,106.6917,66.59811,22.02324
37.42475,17.26512,134.6266,85.21973,50.75296,32.62527,15.76458
36.07631,39.16278,169.74,201.6931,47.14626,39.5662,22.20421
40.72029,138.6382,233.0478,633.9559,108.0444,80.61376,14.91168
161.8916,26.06919,141.9993,108.2649,42.47443,31.41841,16.70537
132.7783,119.9816,358.0205,567.3802,94.85878,80.2223,16.78794
73.23777,219.2878,311.7474,948.5369,176.624,122.7331,29.31968
137.4918,476.9753,874.4311,1958.462,307.6481,249.6325,42.61498
595.5955,253.0062,127.8508,873.2258,109.0407,82.53502,23.22938
91.80135,31.23782,93.45706,101.4157,53.86481,41.85214,13.63762
40.0861,160.1152,372.2652,809.14,135.191,107.4705,20.55543
16794.59,3066.839,317.256,10042.14,502.862,382.8407,95.52125
472.7678,668.8507,1033.228,2406.694,517.4567,395.2166,88.79467
827.32,410.8391,199.5295,1395.013,218.9265,160.9885,43.61209
134.1864,63.44554,563.7937,238.8095,84.44988,60.19014,27.38311
52.30607,137.5538,341.851,603.9385,127.7864,92.83402,26.20575
261.6344,210.8024,269.3121,833.2913,174.2007,127.7266,40.03007
21.09422,28.64214,111.5986,155.219,19.36737,11.01617,10.38852
51.44124,335.6172,526.1166,1522.208,181.9417,139.4341,29.9062
23.98753,18.99385,89.92501,70.38149,20.72474,16.52579,5.50763
213.2702,88.95772,195.1855,401.6213,115.137,87.8054,29.04247
54.35865,203.6059,619.4038,1017.62,144.7211,125.0567,22.70384
154.7296,159.8099,163.3919,610.0873,133.7823,105.3251,31.17743
25.19977,24.52574,42.25085,69.61423,18.50636,18.84906,9.99462
21.69771,45.87286,129.2418,230.1523,48.21116,37.92674,10.14643
11.87576,55.35696,84.83855,205.6565,24.57476,19.46066,8.521762
24.5601,15.62175,17.18175,29.81371,16.36275,8.093613,5.997522
281.8832,60.50412,221.3863,256.8264,46.99558,47.03362,28.25785
25.64006,109.9414,189.5905,414.7163,68.12418,55.19009,16.10608
33.16951,27.24246,108.6739,118.3472,27.82597,25.23229,11.28508
155.9826,365.1422,402.4482,1312.129,244.5467,182.8822,29.60727
30.34871,10.83932,95.33035,54.49006,23.63502,19.39689,13.78483
94.31879,163.5237,264.8179,639.5275,115.6347,85.19662,19.43266
479.8329,422.6093,356.8242,1520.88,216.9574,165.2286,25.0365
425.0564,332.14,275.7653,1179.854,183.9351,134.2715,32.6536
95.97258,221.8159,539.8222,949.765,175.276,137.5599,30.73969
32.45058,24.24887,95.46278,92.1927,28.08656,23.69948,14.08716
59.70535,33.92553,64.6155,138.2853,44.00249,29.56775,5.261401
402.8328,317.0882,244.006,1254.764,258.3212,186.4702,41.05643
68.19991,259.4653,546.7314,1446.715,268.3313,184.6494,31.82059
30.63295,46.34391,118.9334,238.8763,38.87136,32.75071,6.429937
64.71228,42.48653,82.74926,113.7232,53.6926,38.30567,14.04774
265.3422,669.9472,1847.158,3196.487,463.4789,400.5948,63.50593
108.8757,321.7624,492.2343,1387.665,241.3416,174.3898,39.96279
126.1759,55.05617,265.2527,329.8281,104.6303,67.4485,20.04576
136.0672,386.5282,940.4329,2219.395,356.7633,280.84,57.90175
347.5616,540.5851,1544.867,2894.74,448.2949,381.1879,86.52316
28.00614,17.8679,34.43745,50.04604,21.75225,16.32856,7.362305
32.16753,38.89055,158.9288,178.1697,54.28495,37.90248,13.31149
53.88942,55.88726,133.3037,140.8224,66.55381,54.68333,36.0043
69.32688,84.21751,272.3499,389.3273,75.84949,72.36208,22.95475
60.60298,36.55915,132.3944,92.21954,60.779,45.96419,24.46062
32.37291,36.02986,89.00636,80.56464,15.56023,14.27866,8.238525
211.1496,650.445,1225.485,2716.342,357.1005,277.9091,39.42039
26.863,149.5502,328.4745,776.8283,109.3922,83.00818,17.12221
111.3818,89.47565,261.2891,222.2122,122.3148,87.67722,24.23014
33.94345,83.88235,176.9967,344.6856,77.58774,58.88005,11.96229
35.42081,30.15875,74.03424,106.694,67.00542,46.11512,16.68328
267.3511,121.0584,541.5947,756.8802,186.3292,141.3479,46.37719
36.79016,38.58813,158.145,128.8544,74.30716,54.43998,16.80771
141.0049,188.7362,162.2256,621.2676,125.6857,85.62984,18.55299
10.40404,12.41299,38.86211,51.4418,20.6238,8.03307,6.434974
32.08021,13.64801,79.04978,38.42698,22.53018,26.96588,6.158099
88.1459,14.75003,361.38,203.8479,116.2457,80.62883,33.88488
66.45278,44.17385,178.888,134.2819,74.65075,44.56143,9.819697
39.98661,26.94581,105.665,95.02529,49.41206,17.19174,10.94555
19.10052,12.04562,20.14484,40.9898,22.38154,17.3633,5.954164
1802.169,605.3794,1714.1,2772.924,517.504,447.1696,123.0369
2369.791,1100.375,561.3718,3762.608,371.8368,284.2029,41.35353
40.63921,18.49311,156.2235,68.4735,31.15509,20.58591,13.3279
46.16809,22.84006,76.08485,74.47818,39.68598,21.44877,6.247516
135.0326,311.2451,1110.569,1608.884,294.1873,256.2676,58.53468
19.88083,95.02677,161.36,424.1839,72.99487,51.53933,13.99111
127.5161,190.2898,714.4932,1068.412,229.0217,184.2189,58.31048
49.16272,167.4113,228.2635,662.5742,119.7171,87.85351,13.56211
37.60061,30.93537,100.0478,72.77888,30.29456,17.07827,15.22657
17.78576,24.04663,90.74278,110.0567,39.04552,26.76452,10.34353
32.72123,18.51024,114.6723,81.75955,41.69288,32.36666,15.37059
42.32766,56.54821,183.9697,267.4022,79.49189,71.83035,18.85441
67.54724,46.86777,319.4542,233.4172,110.4013,61.26555,33.74099
23.76594,75.58665,177.7872,412.8086,65.64837,49.47868,9.036308
14.05424,43.57278,131.8534,239.4237,46.99027,33.89753,11.32407
47.74116,136.2007,353.7308,578.3762,98.08369,74.7253,17.93594
104.3641,86.66451,187.0978,205.7429,74.92167,41.68396,26.78227
31.85792,11.86713,98.24127,59.99011,26.74308,17.49559,6.985518
51.97661,112.862,264.9759,460.647,71.15394,61.45609,18.37831
99.85556,60.16565,297.6612,405.9359,119.1448,82.12243,31.51979
47.68824,158.4732,219.5696,676.3867,127.8226,86.26697,19.89002
61.16642,41.29357,170.5146,185.587,76.74513,56.1469,26.19588
35.84332,24.47527,87.67591,81.39256,20.28374,16.53586,6.330312
30.78485,120.0238,302.9534,646.5479,113.7896,88.15398,15.1204
63.11448,37.40343,220.9531,139.9301,111.5829,78.8381,55.71626
33.17725,9.050798,40.73774,34.64537,13.08745,10.07392,5.955837
67.01556,38.35253,71.45164,87.32244,27.91112,16.49895,5.375222
25.49959,65.84753,111.1689,242.4455,61.25742,40.21357,12.54275
518.1987,358.4008,274.0867,1333.393,239.2914,173.1128,45.10138
84.49558,288.3596,644.2197,1297.484,193.188,157.8828,37.75496
92.67958,247.0972,497.6608,1211.954,210.3042,148.0234,40.76692
1133.271,568.9397,1283.747,3101.233,331.1598,317.2344,107.4749
94.01736,51.96911,50.48096,98.27519,32.52293,22.85371,15.0025
31.8627,111.5396,190.4008,551.4971,72.95798,46.66124,15.7482
77.97879,26.71416,127.3218,88.03431,45.63808,12.64567,8.571644
1541.373,540.5675,1204.263,2181.663,372.6704,292.7655,94.18232
402.7353,1030.831,848.8568,4011.8,519.3651,359.2517,19.22988
29.76766,214.4417,177.1445,743.4175,135.9793,93.85919,7.2517
49.87785,24.28994,207.9496,228.7248,82.63084,62.40927,31.18777
20.5204,17.51662,32.8856,31.26262,11.24453,6.963856,6.841319
98.13674,91.08517,226.6391,371.6016,99.92761,62.60501,24.51458
16.59653,125.7815,275.7353,604.3741,79.06485,57.28152,17.83478
36.88538,128.4122,257.9949,537.3475,100.0096,76.84929,17.14178
26.28523,29.35428,85.59251,164.8976,44.51992,32.50541,5.813048
155.2562,28.81215,106.0215,91.03923,31.81473,22.85056,11.8717
38.80736,169.7034,237.0077,721.2432,91.04964,71.52884,17.14181
57.79037,102.5158,109.3799,343.4933,79.7815,48.55939,7.56846
29.78895,58.79072,175.2507,199.2548,65.50144,48.84712,15.08985
18.84237,11.88917,32.30695,33.06524,11.27565,5.598426,5.608535
36.55329,17.12849,83.65541,59.70907,36.19404,25.8015,8.826583
18.03369,58.0392,99.27619,208.2303,39.26797,28.91797,9.728265
33.34227,43.19461,121.2942,159.7227,53.36778,38.25834,8.220492
226.506,234.0707,182.2693,798.567,147.8945,102.6226,22.16521
4168.694,462.2675,1520.471,1917.747,534.0175,457.5501,191.5898
17.88538,59.82765,104.9803,290.2566,32.08901,17.42016,6.931819
17.3073,23.85227,81.86272,137.5022,20.13215,18.74138,6.785456
23.4345,18.04689,69.95565,66.69157,28.19969,16.36542,6.991422
35.06654,257.9477,415.0619,1544.639,143.3894,105.4904,15.28548
21.39444,40.31385,107.0507,162.2967,42.74639,36.33798,9.572942
19.29095,19.62673,54.38288,74.10883,32.54642,27.49933,11.01136
120.9811,74.16279,391.669,298.494,225.1096,155.0467,69.69895
451.6566,224.4576,94.65765,765.881,141.0902,100.5465,30.15844
55.56512,59.10252,195.0448,216.5979,84.83649,55.83485,28.60072
61.15384,87.61288,183.6807,310.0665,64.43639,49.2519,13.99087
235.4521,371.4512,361.6301,1361.085,241.588,171.3697,30.99348
29.03461,31.29688,110.1299,83.72105,35.78539,28.11333,14.41894
27.19134,20.61782,85.90279,83.9052,50.60881,27.98399,8.157372
84.29996,128.8066,420.139,699.1247,123.9827,103.5154,35.40973
30.93583,25.44754,106.0817,120.8653,37.1996,28.26115,11.25388
51.38752,57.98859,118.8192,202.7483,56.04198,36.88073,9.472537
42.06602,10.92365,52.19241,47.84364,21.94772,23.84075,5.705374
24.98549,105.5676,144.5002,424.9135,63.57243,45.05771,11.48545
372.4915,213.2534,322.7961,714.3471,137.2048,112.3828,22.88843
93.11738,72.46361,175.3473,293.9941,58.46008,46.11289,16.61633
60.38577,16.22571,113.1557,55.76637,18.81249,30.96687,9.661757
166.2759,555.29,872.4473,2305.153,381.3849,283.8471,68.69908
41.08214,15.51962,21.62058,51.01451,13.77744,21.28126,7.091977
402.4885,101.143,336.848,283.5525,149.83,128.8984,72.07095
170.8689,203.9416,647.3993,709.8789,428.2849,311.2078,189.3082
21.42195,50.37923,126.1253,320.6882,41.40588,26.23274,9.417246
137.0179,232.1173,258.5557,902.6877,173.7381,124.6368,23.40449
100.4449,20.46777,85.16692,71.3816,42.95547,25.39705,7.151419
24.5121,61.79531,144.9585,239.8342,49.11791,35.25017,6.84006
28.39311,11.42219,19.72483,33.37008,7.004615,13.94926,11.94694
25.89446,25.63681,245.0292,131.2652,36.60839,34.80298,20.03475
48.29738,152.6637,316.634,687.8817,122.7753,90.23949,20.00298
1122.308,273.8558,2257.035,1864.305,335.9532,301.6794,151.6547
18.92617,6.934841,36.70943,26.25227,13.22187,11.54978,9.568465
57.61788,195.953,366.9507,891.3101,143.0319,112.2681,24.92199
48.5573,18.2858,61.48238,65.7858,19.32896,34.36198,7.245299
32.7538,101.7246,172.115,418.5923,56.20467,46.34792,13.02289
66.02159,53.458,116.3849,194.4038,67.47805,49.42851,13.69779
22.3414,102.751,163.7594,430.6253,62.50238,47.03419,11.05245
79.08152,463.75,778.2099,1954.416,242.0142,186.8407,27.02073
2727.173,1127.89,374.0569,3906.801,479.7202,332.9415,52.40428
168.7019,272.9185,1258.567,1936.008,347.166,273.4366,66.392
2013.27,246.1578,1885.491,1016.782,449.3298,349.8912,178.7644
59.55489,239.6174,594.3972,1133.078,161.5627,122.3461,30.30181
72.30884,345.173,495.7644,1462.855,226.9103,158.8815,31.73085
219.5219,764.5251,1305.406,3339.669,511.8747,400.6159,84.34322
63.62211,28.1686,247.86,193.5473,96.16576,76.38471,33.20624
42.19794,141.0242,245.6779,663.4836,73.07229,62.68356,12.29901
701.7585,643.674,741.4786,2387.021,249.4362,209.6296,29.21278
30.89928,19.23194,82.22952,63.56485,47.80562,30.7544,15.42303
106.9179,314.8434,436.1687,1370.307,217.431,152.8984,28.58232
68.69046,78.05882,273.7105,396.2346,138.8533,97.87974,30.17073
3173.341,1016.988,569.4152,3682.137,321.7642,255.8925,74.5108
217.2706,75.13203,196.1028,307.204,56.27168,38.37915,16.98525
77.004,57.54306,97.46639,247.0005,87.31435,61.02168,14.28651
54.26348,34.00952,133.0047,126.8191,67.192,55.119,30.81635
53.05526,23.10494,167.0973,95.57681,51.74751,40.06268,23.07579
1841.084,852.104,294.1186,2617.632,415.232,282.0908,59.46928
37.80352,19.80467,90.01752,60.05336,37.34672,13.87241,11.48403
295.4171,58.66669,416.2755,243.1317,85.98926,79.63763,25.64806
20.85753,81.11445,157.6543,328.4184,45.29646,32.42498,13.12638
24.93038,100.6926,151.7361,412.6129,60.75227,47.01143,5.691717
57.16117,31.43777,117.1616,91.80096,66.52621,42.14646,25.96811
31.26905,37.00289,63.90252,98.51424,27.46131,5.825535,8.488323
155.0828,385.6172,723.8503,1837.607,312.7451,235.6813,51.84736
125.0099,276.902,706.3724,1421.657,318.2689,245.1323,52.91793
32.77893,110.4095,237.1233,563.5638,90.81503,63.70384,21.52686
23.70869,10.57534,74.15452,35.14417,19.42757,18.78811,9.420222
186.5863,363.4183,513.9875,1315.455,278.1834,196.8741,27.68902
220.6359,57.55689,322.8352,262.0726,136.4946,110.0388,41.74264
87.86314,43.8589,85.26115,121.8861,66.69434,50.00392,19.51833
166.5286,161.0544,493.5182,812.8784,129.2294,110.8799,37.32543
139.2941,110.2734,265.5667,517.7199,86.12566,63.69811,24.69211
55.09681,28.64511,63.19493,114.9268,48.85277,30.63713,8.165674
51.66943,212.5061,684.735,1621.336,229.3022,172.4278,48.45956
72.68932,174.4537,196.4255,688.2031,138.8342,96.88579,16.83627
5386.842,1831.464,544.5992,6076.243,608.8447,426.4276,93.34782
197.8672,958.2963,2481.51,4479.823,588.6393,541.6848,81.14078
64.66174,187.7253,295.6144,868.783,162.539,115.0322,22.21054
101.4918,350.0533,327.0781,1261.574,251.0614,174.0605,22.48103
63.45284,114.3685,135.0265,421.3345,104.6361,71.44229,13.34979
728.601,238.0901,1350.228,1403.531,295.1231,237.0268,76.88891
19.07788,25.38732,61.29576,95.28377,25.35732,20.86949,8.328594
36.25692,16.31699,45.30704,62.82244,43.56205,32.14651,21.03511
17.68189,37.36125,76.39171,156.0652,37.72561,31.3998,10.45989
116.4276,191.1103,180.2691,697.5649,157.9655,105.7289,27.689
188,449.5677,605.5754,1736.052,262.5472,194.9503,36.16027
58.68003,15.80136,81.96708,71.78763,34.09669,25.29202,11.20592
425.0641,286.3078,177.0739,1044.605,173.9088,124.2203,32.99932
22.3899,20.28205,72.34747,52.95946,31.18268,20.74547,7.588482
275.2452,222.1374,245.8308,856.0267,175.4791,121.7993,38.38609
339.9935,54.71071,227.5391,197.6615,70.25527,57.72562,22.16278
1522.474,121.3214,654.9601,712.0143,183.5231,167.0569,98.06505
13.73171,70.77901,100.3814,286.6686,44.68776,28.65287,7.254065
64.48413,22.71426,134.5969,113.5085,54.57353,29.4219,13.56242
22.75348,11.30671,50.73881,59.54795,15.94813,13.71265,9.461869
78.02386,41.08536,195.0883,158.6089,71.54935,42.56561,13.1167
135.6167,83.49836,486.4431,449.212,211.0976,152.8787,56.67405
1575.398,192.8456,655.4379,815.2584,258.6843,224.9626,74.54742
62.11025,130.7067,346.4319,533.3887,156.9354,123.4764,41.10878
195.9945,36.18121,170.6284,123.5699,33.15785,31.1959,11.62362
80.10781,125.5249,450.2213,709.4946,191.7914,139.4149,53.09177
46.76973,27.99007,44.56856,55.45367,22.41686,18.64204,10.75498
